customer_id,first_name,last_name,email,phone_number,address,gender,loyalty_status
803d1ee2-bf99-45e9-ba37-84f2fb8803c2,Jennifer,Freeman,matthewduke@example.org,930-211-4846,"70145 Gregory Radial, Port Charlesview, IN 46995",Non-Binary,Silver
e3b5794e-58cd-4fbd-a11d-4104c1743a6b,John,Ward,ucannon@example.com,382.574.1359,"15191 Stacey Vista Suite 838, New William, OK 14626",Male,Platinum
dafda9a1-33f9-4022-ad7b-ebf69b334c17,Emily,Shaw,markgomez@example.net,+1-837-218-4623,"3424 Blake Canyon, Elizabethfurt, PW 46398",Male,Platinum
539591e8-a42e-4e92-918a-046e43ecc33e,Mark,Booth,craig81@example.org,765.286.7968,"9445 Andrea Course, West Kristenmouth, PA 67930",Female,Platinum
eb564862-153b-4cda-9819-16afc30c139c,Kim,Moore,hhuffman@example.com,7677472419,"69477 Lucas Camp Suite 114, East Julie, NV 74215",Male,Silver
8c089c10-0cf2-4b04-8974-ecd930c53c5d,Stephen,Sandoval,alejandralee@example.com,939.761.2349,"376 Julia Inlet, Lindaborough, MN 54382",Male,Gold
45c5200a-3421-477a-983b-b7278740e7b9,Kenneth,Le,clarkwilliam@example.org,203.966.0100x183,"851 David Roads, Gregorymouth, DE 32794",Male,Silver
361e1bf8-86ef-4824-84cf-66814eb36190,Jeffrey,Thompson,shawrichard@example.com,611-854-5027x9272,"180 Turner Mews Apt. 769, New Haroldport, CO 84505",Non-Binary,Basic
297e2fca-5353-43d5-ad65-501d54687dd9,Susan,Dalton,woodkevin@example.net,+1-273-508-3888,"1418 Richard Parkways Apt. 133, Jacksonfort, ME 27174",Male,Platinum
529c0e48-3db3-45ca-a1ff-7e48215fd6b0,Justin,Lee,torresbarbara@example.org,(841)497-6702,"89033 Joseph Rue Apt. 155, Hamiltonmouth, MO 02799",Female,Platinum
919a4625-d319-42a3-a973-a554feafbae0,Brian,Harrell,casey65@example.net,+1-348-433-0066x927,"Unit 3243 Box 6917, DPO AA 67274",Non-Binary,Platinum
8e7f0ae1-4a3b-46b1-b507-ffffe20c608f,Veronica,Conley,melissaking@example.org,001-616-219-1094,"9755 Catherine Ford, Shannonburgh, SC 88286",Female,Basic
c101da39-ad1e-46d7-b4fc-f0985244d722,Justin,Burgess,curtiskelsey@example.net,828-586-3025,"4075 Elizabeth Fork, New Ana, ID 72861",Non-Binary,Gold
f37f233a-1cea-401a-a761-39661f068c20,William,Murphy,chavezlisa@example.net,(965)594-6012x819,"USS Hutchinson, FPO AA 13799",Non-Binary,Basic
67e8a439-b9aa-47ec-bb5a-c954656c6ead,Jennifer,Schroeder,doylejoan@example.com,001-963-633-7693,"Unit 3759 Box 9637, DPO AA 83456",Male,Gold
5eb4bf13-ab2a-4b9a-86a8-4ef18dc6f882,Jason,Johnson,morriskenneth@example.net,9299413177,"60748 Adriana Roads Apt. 243, Stephanieton, WA 63230",Non-Binary,Gold
c6e61a07-3b8e-479c-9e63-7489cd041d1f,Elizabeth,Hardy,millerthomas@example.com,(276)939-1825x317,"8558 Bryant Common, Tomport, DE 43739",Non-Binary,Basic
605e90ea-4ec8-4143-9a31-a28bf3ba9d7a,Barbara,Greer,lrodriguez@example.org,+1-246-226-8172x2755,"64413 Douglas Trafficway Apt. 677, New Sonya, WI 53013",Male,Gold
3a3717ef-f9ab-4c61-b8cf-45212a0f28e5,Sarah,Nicholson,tony38@example.com,696.577.7977,"4140 Nathan Mountains Suite 923, Sharpmouth, DE 90424",Non-Binary,Silver
4dad5325-e30c-475d-8ad4-054099d7be3c,David,Greer,james23@example.org,829-827-1644,"604 Hernandez Skyway Apt. 247, Conwayburgh, PA 45327",Male,Basic
a510f179-6d93-45bf-9af1-d01a7568efe8,Danny,Johnson,daniel22@example.net,(402)778-5848x8550,"32742 Hughes Junction Suite 069, New William, SC 32047",Non-Binary,Platinum
06dc28f0-8c15-4ec4-bf1c-b542616f528c,Carol,Pearson,sfranklin@example.org,9976274759,"0343 Williamson Place, Thomasshire, VT 70146",Female,Gold
f6657da8-7330-4128-8fb1-fe092c94825b,Sheryl,Keith,deborahduncan@example.com,001-295-418-6425x9985,"043 Stevens Radial, Kimberlytown, MO 73446",Female,Gold
df6ecbed-7d7d-47a0-b0f6-cb236e6f0818,Joseph,Chavez,tiffany01@example.net,001-552-997-4132x329,"350 Joseph Ridge Apt. 507, Port Davidfort, IL 68331",Male,Silver
086ba893-628e-4424-96dc-022ad0ecb7a3,Rebecca,Wilson,nwilson@example.com,+1-230-669-0245x3017,"159 Kristen Mill, New Matthewland, WV 24354",Male,Basic
d94036d2-2212-4e31-afc4-81dbdd1067c5,Sarah,Goodwin,veronicasmith@example.com,891-301-0814x16243,"1027 Robert Hill, Lake Randallview, PA 79165",Male,Platinum
169ad8e8-9533-452f-b146-a07c441bdc6a,Tanya,Brown,howellpaul@example.com,783.936.2678x13194,"1436 Robin Springs Apt. 529, Martinezside, WI 88112",Non-Binary,Platinum
57b6f6c2-10fb-405c-a7cc-42d1b5e36495,Ray,Williams,gonzalessarah@example.org,904.789.3002x06829,"569 Aaron Mount Suite 507, Amyshire, AL 03223",Non-Binary,Silver
4202b387-e728-4e99-be83-3cfb85a319af,Stephen,Miller,michael20@example.com,212-825-2606x4479,"016 Paul Mountain, New Jo, AR 58858",Male,Gold
651c4764-88e4-40e3-8447-d290f6f882f8,Tiffany,Jones,emiller@example.com,+1-720-986-2970,"5367 Harris Ferry, Lake Jessica, MD 22044",Male,Silver
da87ad19-607f-4a9d-9ad0-7c1c3de7f1d3,Susan,Knight,megan29@example.org,+1-390-544-1927x08916,"06434 Jacqueline Circle Suite 094, Morganland, CO 19017",Non-Binary,Basic
89a0c686-7eb3-42c7-94e1-467917b56931,Katherine,Bennett,hoffmancathy@example.net,255.401.4100x8313,"Unit 5069 Box 1064, DPO AE 35732",Non-Binary,Gold
7e03add4-dc1b-405e-84a6-5a56e12c32ca,Erin,Hicks,kathryn41@example.net,285-994-0104,"832 Mandy Mission, New Jenniferside, SC 93940",Female,Platinum
6353d6d6-1e50-4557-a433-cbd7f8fe5917,Justin,Flores,nicholaslopez@example.org,001-591-698-0647x058,"4989 Stacey Tunnel Apt. 300, West Keithview, CA 34238",Female,Gold
5133c196-8328-46ad-8b22-c3469d9131f6,Sarah,Phillips,mitchell28@example.org,980-885-0570x526,"7573 Booth Unions, Barnettstad, AL 59415",Non-Binary,Gold
68de0d38-f858-474c-b60a-49ea8ea4c56c,Reginald,Saunders,xmonroe@example.org,001-883-422-6467x9245,"8628 Christine Stravenue Apt. 712, East Mary, NM 04046",Non-Binary,Basic
7df6bc9e-18e0-4eb7-989e-d0000e8a0f67,David,Davis,mariegreen@example.net,(820)563-8542,"31590 Smith Drive, Mooreport, MP 67610",Non-Binary,Platinum
84265760-753e-4055-91c1-8eff66a84cc0,Patricia,Larsen,davisrachel@example.com,001-514-453-2115x007,"52293 Gordon Dale, South Johnny, KY 66296",Female,Basic
28007880-9972-489b-aebc-797b63d2d930,Dillon,Arroyo,mcdanielnatasha@example.net,5525513424,"225 Nicholas Wells Suite 601, West John, AS 08740",Non-Binary,Silver
718f9c1e-4586-471c-8e5f-c43a7aa5d010,April,Pruitt,joshuagardner@example.org,+1-866-435-2335,"633 Hall Harbor Apt. 921, Sandersbury, MD 39173",Female,Platinum
c61af5fc-92c3-430d-8a80-4ac71451f121,Andre,Allen,mary07@example.com,001-237-474-9220x8596,"0731 Adrienne Common, South Kimberlyhaven, KY 60156",Female,Silver
94ace26c-ebaf-42b3-89fc-623bea5b0545,Christina,Fuentes,janet97@example.com,001-901-872-1385x616,"94363 Dominguez Junction Suite 359, New Erika, AR 41123",Non-Binary,Silver
8de5a67b-b29d-4ce7-b2c5-ee670d3107f3,Rebecca,Guerrero,kennedyjacqueline@example.org,001-406-401-8513x73788,"01759 Rachel Extensions, Skinnermouth, VT 83958",Male,Basic
17e4f214-1ca4-4d69-bd7f-a038ddfea62a,Steven,Hernandez,livingstonkathleen@example.org,894.587.5992,"84259 Marcus Rest, West Christopher, VA 18002",Male,Silver
34b463e2-cd65-4408-87f1-7eca5b673aa1,Chelsea,Johnson,lauraguzman@example.net,295-821-8188,"94104 Vasquez Pass, Carlyland, PR 65297",Female,Gold
27228d17-9e08-4576-8a36-03d8eef6a31f,Maria,Valenzuela,tespinoza@example.net,258.865.2753x023,"0426 Peter Prairie Suite 898, Dianaberg, NV 06876",Non-Binary,Silver
1eef0a9f-8f64-47a4-afce-2e3901f90246,Alicia,Pierce,nwebb@example.com,845-222-9571x889,"959 Cheryl Falls Apt. 913, Port Angela, AS 86281",Non-Binary,Gold
3986b881-6044-410f-ae64-5b5c1038f2b6,Glenn,Brown,amandavaughn@example.com,6209711019,"673 Barrera Prairie, Fishermouth, PR 57127",Male,Gold
76f4fc78-bd30-4eed-96f6-2d7cb7c9d8e5,Pamela,Phillips,hoffmanryan@example.com,(952)410-9855x369,"09968 Jeffrey Isle Suite 731, Lake Ericabury, KY 53809",Non-Binary,Gold
f3611398-5f91-486f-a469-97b7d51bfad5,Steven,Dalton,obradley@example.net,(256)313-9439x1815,"0440 Nancy Summit Apt. 934, Joshuaberg, AR 54223",Non-Binary,Platinum
b77014fa-dc07-425b-8447-5bbb25b911d3,Jason,Johnson,blairtiffany@example.com,(944)826-0349x3468,"102 John Crest Apt. 847, East Margaretfort, NJ 19336",Male,Gold
f84f4e7d-b7fa-4ad5-9c17-c6e83a676741,Rebecca,Conner,donna59@example.net,+1-987-277-0658x416,"5140 Oconnor Vista Suite 902, Monicashire, AR 23921",Female,Basic
e5dfbe11-15f0-4565-badc-4a1b389ee4d0,David,Johnson,zthompson@example.net,001-731-570-6274x848,"4526 Brown Squares Apt. 171, Walshland, NM 98772",Female,Gold
159bb9fc-8678-43e5-9c29-22122f250ae9,Christopher,Knight,kim41@example.net,919.594.9031x36132,"68874 Anna Hill Suite 590, Garnershire, WI 90859",Non-Binary,Platinum
d901c374-4b98-4363-8b14-856fa25eedcf,Lisa,Miller,samantha88@example.net,865-976-3082x71764,"6271 David Springs, Cruzborough, LA 12013",Female,Basic
111b534f-fe6d-4a63-a7ea-3c46cd30b3fc,Tracy,Carter,janet12@example.com,306-303-9751,"48257 Stephanie Place, New Julia, AR 32528",Non-Binary,Silver
d04bde1b-42b3-4437-a4af-171effbf34c6,William,Stokes,stantonkathleen@example.net,(758)782-6897x6418,"8557 Jacob Drive, Tranmouth, GA 73120",Non-Binary,Gold
817c16b7-bd6e-493f-9711-987cd566893b,Charles,Maldonado,patrick33@example.net,+1-827-836-2211,"4148 Nicholson Glens Suite 627, Joelhaven, UT 92496",Female,Gold
dd92877a-ee80-4374-8cc7-6fa748ce7a22,Leah,Smith,stevenskeith@example.net,2445904867,"PSC 1025, Box 5431, APO AE 80415",Male,Platinum
55e9a026-a3e3-4bc6-a373-f8797e20d7fd,Vicki,Warren,fwilson@example.com,710.339.9674,"88892 Anna Extensions Apt. 599, North Sean, VT 96669",Female,Silver
0b9d14f4-480c-4f42-afa5-f926010691c7,Michael,Blanchard,michaelmorales@example.org,652-221-6776x1357,"Unit 1903 Box 0880, DPO AA 87839",Non-Binary,Gold
255882ed-3e0b-4c77-9821-bbfd21c9ff9d,Michael,Tran,wclark@example.org,422.684.6726x558,"025 Marshall Garden Apt. 831, Erinmouth, FL 15579",Female,Silver
8a7239b6-08cb-4ed2-8503-87a36d590576,Patricia,Stephenson,richard44@example.net,+1-490-827-7533x924,"6746 Oconnor Wall Apt. 893, Lake Maryfurt, WV 91757",Male,Gold
7a382c6a-bc97-4b92-aac4-345c8b6fec5a,Larry,Gonzalez,uclark@example.com,+1-920-476-8158x5249,"410 Samuel Stravenue, South Emily, WV 62734",Male,Silver
4e4e6e8b-30b0-4860-af71-173e3db629f5,Erica,Dunn,juanosborn@example.org,5488345146,"72865 Williams Club Suite 600, Joelmouth, NJ 15224",Female,Silver
fe79c3f1-dc35-4dde-b980-c61f6dd037ab,Thomas,Reyes,nicole38@example.org,569.777.7872,"6259 Olson Plain Suite 506, North Jessica, IL 10551",Non-Binary,Basic
fccbb7f9-cac3-4d37-bef1-12359cab56ac,Jeffrey,Brown,jessica27@example.com,887.617.0562x5221,"47486 Stanley Land, Lake Craig, KS 23602",Non-Binary,Silver
5056aae0-f0dc-48e0-bb01-63feb69fa243,Jennifer,Diaz,jasminegross@example.com,584.543.5948x6109,"4641 Douglas Cliffs, Sheilafurt, MH 86480",Non-Binary,Silver
0c6758aa-c8dc-459d-9526-ecf1664956a4,Stephen,Foster,matthew10@example.net,001-932-504-3388,"USCGC Bishop, FPO AA 44089",Female,Basic
318a0283-ada2-42a1-9b66-ac01b3121727,Charles,Dean,benjaminclark@example.net,(790)463-1089x90274,"5727 Doris Vista Suite 946, Huangfort, DE 45470",Non-Binary,Platinum
183748fb-df01-4f4d-883c-2f2383b9a041,Jonathan,Wood,sarah76@example.com,856.393.9128x727,"56971 Loretta Lodge, Gayberg, MA 87505",Male,Platinum
6a03599f-355e-462e-a69a-9d91815607ab,Kristin,Ramirez,emilyleon@example.com,001-628-264-3700,"2007 Young Mall Suite 963, South Eric, PW 19933",Non-Binary,Silver
7f1d5730-6c46-4ea6-b36d-ae3f1cb13fa3,Linda,Phillips,mackbarbara@example.net,+1-698-770-3752x497,"688 Nathan Row, Connieville, VI 07561",Female,Basic
c3b80a32-69a6-4977-8f75-ca81d535563b,Daniel,Beltran,lewischristopher@example.org,(362)963-4296,"2703 Carl Grove Suite 087, Lake Melissaborough, NY 27283",Male,Basic
d3508cb7-a707-434f-8623-38346f46552c,Kimberly,Allen,davisrichard@example.net,+1-628-439-2517x976,"823 Michael Fields Apt. 043, West Ashley, NM 40094",Male,Silver
7deb23c7-4d19-429d-ada8-f0997261c3fc,Chad,Skinner,pcruz@example.net,328-658-8230,"598 Joseph Green Apt. 663, Lake Chase, AK 07874",Female,Silver
0ce196f4-75b5-490f-8200-94cdedcf79a9,Sherry,Hines,garzajoseph@example.org,+1-394-581-7123x011,"PSC 0821, Box 6265, APO AA 69086",Non-Binary,Platinum
d8e53129-b2e7-44a5-8541-d135a771aff2,Brandon,Christensen,melinda19@example.com,584-614-0057x5690,"PSC 1569, Box 6262, APO AP 03276",Female,Platinum
629f1d26-8176-494f-b0a7-d36229c31ba1,Nicholas,Fields,marc64@example.com,829.969.0326x280,"0968 Meyer Divide Suite 927, Port Gregoryborough, TX 51526",Female,Platinum
4c5ee7a3-a6ce-4ed3-a9b3-aa9ca63161ef,Jillian,Brown,hodgesfelicia@example.org,249.431.5520,"Unit 8204 Box 6462, DPO AE 20760",Female,Basic
9f85c742-7c46-4da4-a2cf-f531af0a99a9,Jennifer,Diaz,lblevins@example.net,+1-695-960-2984,"4520 Randall Fields, South Jeffrey, MI 80620",Non-Binary,Gold
bca06769-90c3-41e5-9891-4842bea19f2f,Jennifer,Gutierrez,scottnewman@example.net,646.329.9367x192,"461 Murphy Crest Apt. 415, Shawnborough, VT 78628",Male,Gold
6e14d97d-31ed-4da4-8b40-5324fcc8b151,Taylor,Mccarthy,prestonjackson@example.com,(301)601-5257,"99365 Alan Rest Suite 174, Fredhaven, MD 73865",Non-Binary,Basic
a7f6b423-83d4-40db-a60d-d2eb62aa7dfa,Dwayne,Garcia,sean10@example.net,2869113705,"48442 Deborah Points, Sarahhaven, CO 10968",Female,Basic
c1c658ee-3c82-4ace-96f5-fd587d2c32b3,Ronnie,Gomez,rwallace@example.com,(832)912-0540x076,"893 Jackson Estates, South Charles, KY 98292",Female,Gold
35d2fb9d-57a8-445b-82b9-21a1ace5d312,Zoe,Avila,lrodriguez@example.org,615-374-0945x98432,"136 Deanna Track, Stevenshire, DE 49393",Female,Basic
c613e84d-c86e-4834-9a42-c68a61b28afe,Steve,Johnston,jenna53@example.com,656-799-4282x38057,"320 Joshua Knolls, Nunezbury, PA 44604",Non-Binary,Basic
23e60508-f5dd-419f-ba21-b2dedaee7101,Emily,Suarez,daniel91@example.com,(816)299-2843,"904 John Mountain, Lake Teresa, CO 79584",Female,Platinum
a9b88815-0c5e-4be8-8161-c8a52c5a29ba,Anthony,Davis,brian72@example.net,+1-330-245-0526x377,"8513 Burnett Avenue Suite 841, West Franciscochester, MA 44541",Female,Gold
5acefe48-4485-4e1e-81d5-a57bff103f0c,Joel,Holland,michaelfoster@example.com,(264)367-1785,"73008 Ryan Ports Apt. 200, Karihaven, GU 04351",Female,Platinum
558b681a-b8fd-4684-9f04-8ea0313fc196,Kelly,Diaz,gstewart@example.net,(515)758-3532x877,"92818 Nelson Brooks, Port Zachary, NE 22721",Non-Binary,Silver
673bbf6d-0882-4602-bfba-86bd8d4bb569,Peter,Richardson,laura43@example.net,001-972-432-8172x150,"72625 William Manors Suite 672, Codyfurt, NC 26324",Male,Platinum
e76b5c00-3668-4295-bea6-c85d6753631c,Katelyn,Martinez,jonesjohn@example.org,+1-532-965-9442,"8984 Melissa Islands Suite 190, North Johnburgh, DE 88798",Female,Basic
12817619-9a7e-4328-892d-9adee4729f56,Michelle,Martin,melanieharris@example.net,(859)274-9174x95566,"6897 Cruz Brook Apt. 019, East Nicole, DE 40748",Female,Platinum
9c64fcc6-d6b3-45c0-ae73-2e534f086de4,Melissa,Rich,bnorris@example.org,547.907.2860,"994 Julie Manors Apt. 606, West Scottbury, MH 22870",Male,Silver
cce5eae5-70d9-4480-a6bc-1709c896e213,Alicia,Williams,farrellemma@example.net,565-801-6415x8276,"258 Michelle Plaza, Port Deborah, FM 47662",Male,Basic
c5affd24-affc-4c46-b953-903bab12e6e6,Adam,Li,johnsonbrianna@example.org,(881)510-0295x056,"818 Joshua Village Suite 618, West Josephtown, NC 54362",Female,Basic
bf679da4-90ba-4a86-9a10-49f6c5ce7116,Kelly,Ruiz,shelby44@example.net,001-720-434-7235x7130,"86744 Hoover Circles, Port Jillmouth, NY 01944",Non-Binary,Platinum
61090fa0-66c2-4669-b9a0-f99f1db55810,Randy,Roberts,brandonodom@example.org,836.421.0772x70688,"78133 Sarah Rapids Apt. 527, Jessicabury, WY 48779",Non-Binary,Platinum
caae78ca-70f2-4d64-b258-14aff4fed887,Gregory,Becker,hlopez@example.net,734.472.5693,"20699 Valenzuela Avenue, Christophershire, AK 87748",Non-Binary,Gold
c16cd53a-dde6-4133-94c2-e505e2bda755,Ashley,Hall,shannon48@example.net,001-948-548-7884,"0966 Williams Forks, East Danielbury, NC 77829",Non-Binary,Platinum
66befc63-f619-48fd-b2d9-6569d997ce12,Christopher,Taylor,fowleranna@example.com,001-866-722-3981x275,"558 Miller Haven Apt. 398, Port Brian, IA 08963",Female,Platinum
48a83d33-58bc-4bde-8e2b-3bf462dcf104,Luis,Reed,mburns@example.net,535-822-7609x63769,"39403 Stephanie Trail Suite 257, Santiagofurt, NH 04096",Non-Binary,Platinum
e09420be-47f7-4ba5-b40f-9d03b318ce69,Timothy,Adams,cbright@example.com,+1-241-720-9748x91138,"76680 Gordon Common, West Lori, PW 66250",Female,Gold
54592845-2885-4a8d-942b-3274bd8d1766,Lindsey,Young,derekkennedy@example.net,+1-323-756-1565x097,"85996 Prince View Apt. 177, New Alexis, AK 97526",Female,Basic
2115d3e0-c04f-49f9-948a-6a99713d0794,Melissa,Reid,kevin77@example.org,478.274.0112x66096,"06554 Edward Pike, Lake Scottfort, OK 29494",Male,Basic
412359dc-0175-4b58-a2eb-d9e2cfdd50c6,Kevin,Moore,frederick93@example.net,+1-991-858-8218x683,"25812 Robin Village Apt. 077, Lake Peterbury, UT 35031",Male,Gold
36678390-1a4e-4a3f-907e-4469a8dc2d13,Brian,Fuller,rachel90@example.com,001-359-901-9241x40306,"037 Long Place, Amandaland, PA 26396",Male,Gold
f5e5cfbb-4a41-46f5-8d59-8f2df5a8f507,Chris,Anthony,danielsmith@example.net,(715)796-1205x782,"11096 Amy Club Suite 263, Fitzgeraldshire, AR 23101",Non-Binary,Gold
1404d313-bef3-4389-801b-9840c464bd30,Roberta,Sharp,dlopez@example.net,729.472.8245x626,"0940 Burke Park Apt. 773, New Paulton, AR 34680",Male,Gold
ea863e49-2026-4168-8522-b98837f78e66,Robert,Nielsen,lisabullock@example.org,001-876-313-2588x9019,"87109 Colleen Extensions, Newtonville, MN 23554",Non-Binary,Basic
bd8750e6-24f2-4faa-b546-207fc4e1dfb1,Erik,Patterson,uobrien@example.org,832.718.9229,"1343 Rogers Union, Jasonhaven, ME 25670",Female,Silver
c30fe228-0ce4-4b40-bde8-d31ad061bcab,Thomas,Robertson,hillchristopher@example.org,3549243570,"024 Brown Land, North Leslie, NC 11952",Male,Platinum
f459eab8-e5ee-4afe-b9da-4c34bb5b6a3a,Scott,Garcia,dustinjordan@example.net,254-547-0631x4920,"510 Glen Gardens, North Johnville, IL 83417",Male,Platinum
17f6ee1e-2eba-4d39-8022-874a74a9a519,Christina,Ramos,casey93@example.org,001-561-974-5781,"082 Edwards Curve, Jonesland, DC 69374",Male,Basic
cf15c1ba-cc37-4d27-8717-d536a008dc67,Keith,Pitts,munozjoshua@example.net,+1-899-696-0796x46531,"20312 Anthony Knolls, South Kevin, WI 61179",Male,Gold
c5fa3cb4-8220-4823-8919-c9101ec95ab0,Michael,Foley,ryanlaura@example.com,224.737.9985x4311,"343 Loretta Lodge, South Trevorton, SD 06845",Male,Platinum
f5e5c5de-8fa3-467f-a169-1db8d7b0ed6f,Heather,Cox,zimmermanrichard@example.org,612-375-6398x3110,"6694 Mindy Place Apt. 467, Deniseburgh, AS 78827",Female,Silver
5cfa2953-9db4-4376-8a24-e604904c0705,Christopher,Davis,newmanlisa@example.net,(591)613-1945,"150 Thomas Unions Suite 043, Knightside, OR 80127",Non-Binary,Platinum
54d7c77b-595e-4987-85df-5f207e01fd27,Courtney,Baker,caroline80@example.net,376.864.2313x2410,"2383 Maria Estates, Wilsonland, TN 50456",Female,Silver
e1fc10ba-f6b7-4bab-9cb5-30ebda360ff0,Alan,George,vegajennifer@example.net,961-438-1589,"49323 Christopher Springs Apt. 890, Cooleyton, DC 37784",Non-Binary,Platinum
021a8db8-e275-47d8-88ac-b6286d49b177,Gregory,Schmidt,burtonbrittney@example.net,(713)968-5800x53362,"Unit 7162 Box 0872, DPO AA 29621",Non-Binary,Silver
f1e5760d-12f9-4cc8-8d69-a38bd358d662,James,Wright,beckerjoshua@example.com,303-279-0339x073,"69282 Michael Street, Myersview, SC 28393",Non-Binary,Platinum
b1cb62a8-8733-455b-bb87-468c85ea6a6e,Christina,Patterson,petercalderon@example.com,592.654.8544x9928,"USNV Ortiz, FPO AA 26945",Male,Platinum
3a41b559-2279-4184-812b-81b1b13a8552,Nicole,Berger,gloria75@example.org,714.281.6575x64907,"08511 Rosales Manors Apt. 717, Lucaston, AR 90156",Non-Binary,Gold
c2c6c364-d37f-4ecf-9b05-4df727687b78,Stephen,Rodgers,theresadiaz@example.net,(344)282-1839x0700,"153 Singleton Orchard, Marvinport, NC 64086",Female,Platinum
d5253e73-de24-4f67-94e4-f6beda76c970,Gary,George,harrisshelia@example.org,+1-924-545-4981,"73451 Sellers Station Apt. 342, East Taylorview, OR 70330",Non-Binary,Silver
